SetNumber,Set,Name,Team,Pts,Yr,OB_C,Spd_IP,Pos,H,PU,SO,GB,FB,W,S,SPlus,DB,TR,HR
116,SS,*Chuck Knoblauch '97,Twins,370,'02,12,22,2B+6,R,-,1-2,3-5,6-7,8-11,12-14,15-16,17-19,20-,21+
145,UL,**Denny Hocking,Twins,120,'02,9,16,SS+3,S,-,1-2,3-4,5-6,7-10,11-17,18-,19-24,-,25+
189,UL,Christian Guzman,Twins,360,'02,10,22,SS+2,S,-,1-,2-5,6-,7-,8-14,15-,16-17,18-19,20+
190,UL,Torii Hunter,Twins,250,'02,9,17,"CF+3, LF-RF+2",R,-,1-3,4-6,7-,8-9,10-15,-,16-17,-,18+
191,UL,Jacque Jones,Twins,120,'02,10,12,LF-RF+2,L,-,1-2,3-7,-,8-10,11-16,17-,18-19,-,20+
192,UL,Corey Koskie,Twins,300,'02,11,17,3B+2,L,-,1-3,4-6,7-,8-11,12-15,16-,17-18,-,19+
193,UL,Joe Mays,Twins,490,'02,2,07,Starter,R,1-4,5-7,8-14,15-19,-,20-23,-,-,-,24+
194,UL,Doug Mientkiewicz,Twins,210,'02,12,11,1B+0,L,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
195,UL,Eric Milton,Twins,220,'02,1,6,Starter,L,1-6,7-10,11-13,14-19,-,-,-,20-,-,21+
196,UL,David Ortiz,Twins,130,'02,9,12,---,L,-,1-2,3-,4-6,7-11,12-15,-,16-17,-,18+
197,UL,A.J. Pierzynski,Twins,220,'02,9,13,C+7,L,-,-,1-4,5-6,-,7-14,-,15-19,-,20+
198,UL,Brad Radke,Twins,420,'02,5,07,Starter,R,1-3,4-6,7-12,13-16,-,17-19,-,20-23,-,24+
199,UL,Luis Rivas,Twins,110,'02,10,21,2B+0,R,-,1-2,3-6,7-,8-10,11-17,18-,19-,20-23,24+
3,ASG,Mark Buehrle,White Sox,510,'02,3,07,Starter,L,1-4,5-8,9-15,16-18,19-,20-23,-,-,-,24+
14,ASG,Paul Konerko,White Sox,350,'02,11,11,1B+0,R,-,1-,2-4,5-6,7-9,10-14,-,15-17,-,18+
16,UL,**Kenny Lofton,White Sox,190,'02,10,20,"CF+1, LF-RF+0",L,-,-,1-3,4-7,8-10,11-16,17-,18-,19-,20+
24,UL,*Kenny Lofton,White Sox,340,'02,12,20,"CF+1, LF-RF+0",L,-,1-,2-3,4-7,8-11,12-16,17-,18-,19-,20+
28,UL,*Sandy Alomar Jr.,White Sox,40,'02,8,13,C+6,R,-,1-,2-5,6-,7-8,9-18,-,19-,-,20+
45,UL,*Ray Durham,White Sox,350,'02,10,20,2B+3,S,-,1-,2-3,4-6,7-10,11-14,15-,16-18,19-,20+
51,UL,**Aaron Rowand,White Sox,230,'02,12,14,"LF-RF+1, CF+1",R,-,1-4,5-7,-,8-12,13-17,18-,19-,-,20+
75,UL,Mark Buehrle,White Sox,490,'02,2,07,Starter,L,1-4,5-6,7-15,16-19,-,20-23,-,-,-,24+
76,UL,Royce Clayton,White Sox,240,'02,9,18,SS+4,R,-,1-,2-5,6-,7-9,10-16,17-,18-19,-,20+
77,UL,Joe Crede,White Sox,150,'02,10,09,3B+2,R,-,1-,2-3,4-7,8-10,11-16,-,17-18,-,19+
77,UL,**Frank Thomas,White Sox,330,'02,12,10,---,R,-,1-,2-,3-6,7-12,13-16,-,17-18,-,19+
78,UL,Ray Durham,White Sox,340,'02,10,20,2B+3,S,-,1-,2-3,4-6,7-10,11-14,15-,16-17,18-,19+
79,UL,Keith Foulke,White Sox,240,'02,4,1,Closer,R,1-5,6-11,12-14,15-18,19-,20-26,-,-,-,27+
80,UL,Bobby Howry,White Sox,10,'02,5,1,Reliever,R,1-3,4-7,8-11,12-15,16-,17-19,-,20-,-,21+
81,UL,Mark Johnson,White Sox,150,'02,10,15,C+4,L,-,1-2,3-4,5-6,7-12,13-18,-,19-,-,20+
82,UL,Paul Konerko,White Sox,210,'02,10,11,1B+0,R,-,1-,2-4,5-6,7-9,10-15,-,16-17,-,18+
83,UL,Carlos Lee,White Sox,190,'02,10,16,LF-RF+1,R,-,1-,2-4,5-7,8-10,11-15,16-,17-18,-,19+
84,UL,Sean Lowe,White Sox,120,'02,4,2,Reliever,R,1-3,4-6,7-13,14-17,-,18-19,-,20-24,-,25+
85,UL,Magglio Ordonez,White Sox,360,'02,12,16,LF-RF+1,R,-,-,1-5,6-7,8-10,11-15,16-,17-18,-,19+
86,UL,Jose Valentin,White Sox,340,'02,10,16,"SS+3, 3B-OF+1",S,-,1-4,-,5-6,7-11,12-14,15-,16-17,-,18+
90,UL,**Jon Garland,White Sox,260,'02,1,6,Starter,R,1-5,6-8,9-15,16-18,19-,20-21,-,-,-,22+
117,SS,*Frank Thomas '94,White Sox,810,'02,15,12,1B+1,R,-,1-3,4-5,6-7,8-14,15-,-,16-17,-,18+
123,SS,*Robin Ventura '96,White Sox,490,'02,13,11,3B+4,R,-,1-2,3-4,5-7,8-11,12-14,-,15-18,-,19+
133,UL,**Todd Ritchie,White Sox,340,'02,1,6,Starter,R,1-3,4-7,8-15,16-19,-,20-24,-,-,-,25+
1,UL,**Jason Giambi,Yankees,530,'02,14,12,1B+0,L,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
8,ASG,Jason Giambi,Yankees,540,'02,13,12,1B+0,L,-,1-3,4-,5-6,7-12,13-16,-,17-,-,18+
13,ASG,Derek Jeter,Yankees,380,'02,12,19,SS+0,R,-,1-2,3-5,6-7,8-12,13-16,17-,18-19,-,20+
14,UL,*JORGE POSADA,Yankees,350,'02,12,12,C+6,S,-,1-3,4-,5-6,7-11,12-15,-,16-18,-,19+
16,ASG,Jorge Posada,Yankees,400,'02,12,12,C+6,S,-,1-3,4-,5-7,8-11,12-15,-,16-18,-,19+
18,ASG,Mariano Rivera,Yankees,340,'02,5,1,Closer,R,1-2,3-9,10-14,15-18,19-,20-25,-,-,-,26+
21,ASG,Alfonso Soriano,Yankees,400,'02,10,18,2B+1,R,-,1-4,5-,6-,7-,8-13,14-16,17-,18-,19+
22,UL,*Mariano Rivera,Yankees,310,'02,5,1,Closer,R,1-2,3-9,10-14,15-18,19-,20-25,-,-,-,26+
23,ASG,Robin Ventura,Yankees,270,'02,10,11,3B+3,L,-,1-3,4-5,6-7,8-12,13-17,-,18-,-,19+
27,UL,**Robin Ventura,Yankees,230,'02,11,11,3B+3,L,-,1-3,4-5,6-7,8-13,14-17,-,18-,-,19+
43,UL,**John Vander Wal,Yankees,180,'02,11,15,LF-RF+1,L,-,1-4,5-,6-7,8-12,13-17,-,18-19,-,20+
60,UL,*Nick Johnson,Yankees,70,'02,10,08,1B+0,L,-,1-5,6-,7-,8-14,15-18,-,19-,-,20+
64,UL,*Alfonso Soriano,Yankees,340,'02,10,18,2B+1,R,-,1-3,4-,5-6,7-,8-13,14-16,17-18,19-,20+
70,UL,*Derek Jeter,Yankees,330,'02,12,19,SS+0,R,-,1-2,3-5,6-7,8-13,14-16,17-,18-,19-,20+
73,UL,**Rondell White,Yankees,230,'02,11,12,LF-RF+1,R,-,1-2,3-6,7-,8-10,11-16,-,17-18,-,19+
119,UL,**Steve Karsay,Yankees,230,'02,4,1,Reliever,R,1-,2-7,8-15,14-18,-,19-26,-,-,-,27+
224,UL,Roger Clemens,Yankees,440,'02,5,07,Starter,R,1-2,3-8,9-13,14-16,17-,18-19,-,20-25,-,26+
225,UL,Derek Jeter,Yankees,310,'02,12,19,SS+0,R,-,1-,2-6,7-,8-10,11-16,17-,18-19,-,20+
226,UL,Nick Johnson,Yankees,200,'02,12,08,1B+0,L,-,1-3,4-6,7-,8-14,15-17,-,18-,-,19+
227,UL,David Justice,Yankees,90,'02,10,12,---,L,-,1-3,4-6,7-,8-12,13-17,-,18-,-,19+
228,UL,Tino Martinez,Yankees,170,'02,10,13,1B+0,L,-,1-,2-5,6-7,8-9,10-16,-,17-,-,18+
229,UL,Ramiro Mendoza,Yankees,150,'02,2,2,Reliever,R,1-3,4-8,9-16,17-19,-,20-24,-,-,-,25+
230,UL,Mike Mussina,Yankees,570,'02,5,07,Starter,R,1-3,4-9,10-14,15-17,-,18-19,-,20-25,-,26+
231,UL,Andy Pettitte,Yankees,430,'02,5,6,Starter,L,1-2,3-7,8-13,14-16,-,17-19,-,20-26,-,27+
232,UL,Jorge Posada,Yankees,250,'02,11,11,C+5,S,-,1-4,5-,6-7,8-11,12-16,-,17-18,-,19+
233,UL,Mariano Rivera,Yankees,300,'02,5,1,Closer,R,1-2,3-9,10-16,17-18,-,19-26,-,-,-,27+
234,UL,Alfonso Soriano,Yankees,200,'02,9,19,2B+0,R,-,1-3,4-,5-7,8-,9-13,14-15,16-18,-,19+
235,UL,Mike Stanton,Yankees,100,'02,5,1,Reliever,L,1-3,4-9,10-13,14-16,17-,18-19,-,20-26,-,27+
236,UL,Bernie Williams,Yankees,400,'02,12,16,OF+1,S,-,-,1-4,5-6,7-10,11-16,-,17-18,-,19+
